0.0,3532.0
1.0,3185.0
2.0,12045.0
3.0,23315.0
4.0,29779.0
5.0,34887.0
6.0,36245.0
7.0,34638.0
8.0,31835.0
9.0,29375.0
10.0,26184.0
11.0,23637.0
12.0,21397.0
13.0,19336.0
14.0,17745.0
15.0,15688.0
16.0,14149.0
17.0,13054.0
18.0,12006.0
19.0,11156.0
20.0,10378.0
21.0,9591.0
22.0,8882.0
23.0,8156.0
24.0,7574.0
25.0,6883.0
26.0,6078.0
27.0,5506.0
28.0,4613.0
29.0,3695.0
30.0,3307.0
31.0,2832.0
32.0,2487.0
33.0,2235.0
34.0,1977.0
35.0,1775.0
36.0,1570.0
37.0,1507.0
38.0,1377.0
39.0,1275.0
40.0,1187.0
41.0,1169.0
42.0,1166.0
43.0,1040.0
44.0,1000.0
45.0,1008.0
46.0,997.0
47.0,913.0
48.0,970.0
49.0,905.0
50.0,873.0
51.0,844.0
52.0,824.0
53.0,849.0
54.0,793.0
55.0,774.0
56.0,729.0
57.0,630.0
58.0,669.0
59.0,631.0
60.0,584.0
61.0,526.0
62.0,523.0
63.0,559.0
64.0,489.0
65.0,455.0
66.0,425.0
67.0,490.0
68.0,475.0
69.0,433.0
70.0,471.0
71.0,472.0
72.0,413.0
73.0,403.0
74.0,414.0
75.0,373.0
76.0,388.0
77.0,439.0
78.0,341.0
79.0,396.0
80.0,375.0
81.0,380.0
82.0,380.0
83.0,339.0
84.0,345.0
85.0,363.0
86.0,295.0
87.0,334.0
88.0,305.0
89.0,289.0
90.0,292.0
91.0,268.0
92.0,275.0
93.0,283.0
94.0,259.0
95.0,249.0
96.0,236.0
97.0,257.0
98.0,190.0
99.0,233.0
100.0,209.0
101.0,223.0
102.0,215.0
103.0,232.0
104.0,222.0
105.0,194.0
106.0,185.0
107.0,178.0
108.0,208.0
109.0,181.0
110.0,191.0
111.0,159.0
112.0,144.0
113.0,163.0
114.0,162.0
115.0,142.0
116.0,159.0
117.0,175.0
118.0,160.0
119.0,151.0
120.0,125.0
121.0,136.0
122.0,122.0
123.0,98.0
124.0,118.0
125.0,121.0
126.0,121.0
127.0,133.0
128.0,129.0
129.0,123.0
130.0,114.0
131.0,100.0
132.0,87.0
133.0,108.0
134.0,107.0
135.0,105.0
136.0,93.0
137.0,117.0
138.0,76.0
139.0,83.0
140.0,85.0
141.0,95.0
142.0,84.0
143.0,89.0
144.0,104.0
145.0,96.0
146.0,74.0
147.0,83.0
148.0,76.0
149.0,73.0
150.0,77.0
151.0,70.0
152.0,75.0
153.0,73.0
154.0,65.0
155.0,66.0
156.0,51.0
157.0,64.0
158.0,75.0
159.0,67.0
160.0,42.0
161.0,66.0
162.0,66.0
163.0,64.0
164.0,58.0
165.0,65.0
166.0,57.0
167.0,51.0
168.0,53.0
169.0,50.0
170.0,61.0
171.0,43.0
172.0,52.0
173.0,58.0
174.0,40.0
175.0,47.0
176.0,40.0
177.0,37.0
178.0,58.0
179.0,51.0
180.0,39.0
181.0,40.0
182.0,45.0
183.0,53.0
184.0,43.0
185.0,55.0
186.0,42.0
187.0,46.0
188.0,32.0
189.0,53.0
190.0,40.0
191.0,33.0
192.0,32.0
193.0,31.0
194.0,33.0
195.0,30.0
196.0,39.0
197.0,51.0
198.0,32.0
199.0,30.0
200.0,42.0
201.0,37.0
202.0,40.0
203.0,21.0
204.0,31.0
205.0,34.0
206.0,41.0
207.0,29.0
208.0,41.0
209.0,23.0
210.0,29.0
211.0,23.0
212.0,34.0
213.0,38.0
214.0,32.0
215.0,28.0
216.0,39.0
217.0,38.0
218.0,32.0
219.0,23.0
220.0,16.0
221.0,32.0
222.0,20.0
223.0,18.0
224.0,22.0
225.0,29.0
226.0,25.0
227.0,25.0
228.0,24.0
229.0,25.0
230.0,18.0
231.0,20.0
232.0,19.0
233.0,17.0
234.0,28.0
235.0,23.0
236.0,22.0
237.0,25.0
238.0,15.0
239.0,17.0
240.0,20.0
241.0,36.0
242.0,24.0
243.0,15.0
244.0,17.0
245.0,33.0
246.0,24.0
247.0,18.0
248.0,22.0
249.0,27.0
250.0,19.0
251.0,16.0
252.0,18.0
253.0,7.0
254.0,16.0
255.0,15.0
256.0,16.0
257.0,19.0
258.0,17.0
259.0,20.0
260.0,15.0
261.0,16.0
262.0,14.0
263.0,19.0
264.0,10.0
265.0,14.0
266.0,11.0
267.0,9.0
268.0,21.0
269.0,9.0
270.0,8.0
271.0,17.0
272.0,18.0
273.0,17.0
274.0,11.0
275.0,18.0
276.0,14.0
277.0,10.0
278.0,13.0
279.0,13.0
280.0,18.0
281.0,20.0
282.0,17.0
283.0,15.0
284.0,16.0
285.0,20.0
286.0,16.0
287.0,12.0
288.0,19.0
289.0,19.0
290.0,16.0
291.0,13.0
292.0,11.0
293.0,8.0
294.0,4.0
295.0,16.0
296.0,7.0
297.0,10.0
298.0,5.0
299.0,15.0
300.0,4.0
301.0,12.0
302.0,8.0
303.0,15.0
304.0,12.0
305.0,9.0
306.0,10.0
307.0,7.0
308.0,8.0
309.0,7.0
310.0,6.0
311.0,12.0
312.0,4.0
313.0,6.0
314.0,10.0
315.0,8.0
316.0,10.0
317.0,13.0
318.0,12.0
319.0,8.0
320.0,9.0
321.0,13.0
322.0,5.0
323.0,13.0
324.0,10.0
325.0,12.0
326.0,7.0
327.0,7.0
328.0,7.0
329.0,7.0
330.0,2.0
331.0,5.0
332.0,6.0
333.0,11.0
334.0,3.0
335.0,3.0
336.0,3.0
337.0,14.0
338.0,9.0
339.0,6.0
340.0,2.0
341.0,4.0
342.0,4.0
343.0,6.0
344.0,11.0
345.0,3.0
346.0,7.0
347.0,4.0
348.0,7.0
349.0,2.0
350.0,5.0
351.0,11.0
352.0,7.0
353.0,8.0
354.0,5.0
355.0,5.0
356.0,6.0
357.0,5.0
358.0,3.0
359.0,6.0
360.0,4.0
361.0,5.0
362.0,3.0
363.0,2.0
364.0,2.0
365.0,11.0
366.0,4.0
367.0,2.0
368.0,3.0
369.0,8.0
370.0,1.0
371.0,10.0
372.0,5.0
373.0,2.0
374.0,8.0
375.0,4.0
376.0,1.0
377.0,1.0
378.0,6.0
379.0,7.0
380.0,8.0
381.0,4.0
382.0,3.0
383.0,4.0
384.0,3.0
385.0,6.0
386.0,2.0
387.0,5.0
388.0,2.0
389.0,2.0
390.0,4.0
391.0,2.0
392.0,2.0
393.0,6.0
395.0,4.0
398.0,2.0
399.0,4.0
400.0,2.0
401.0,4.0
402.0,4.0
403.0,2.0
404.0,4.0
405.0,7.0
406.0,4.0
407.0,5.0
408.0,2.0
409.0,5.0
410.0,6.0
411.0,4.0
412.0,2.0
413.0,5.0
414.0,5.0
415.0,5.0
416.0,2.0
417.0,4.0
418.0,6.0
419.0,7.0
420.0,3.0
421.0,6.0
422.0,7.0
423.0,6.0
424.0,3.0
425.0,6.0
426.0,4.0
427.0,3.0
428.0,9.0
429.0,3.0
430.0,4.0
431.0,3.0
432.0,4.0
433.0,2.0
434.0,3.0
435.0,4.0
436.0,8.0
437.0,2.0
438.0,4.0
439.0,2.0
440.0,4.0
441.0,3.0
442.0,2.0
443.0,2.0
444.0,2.0
445.0,8.0
446.0,2.0
447.0,1.0
448.0,4.0
449.0,1.0
450.0,3.0
451.0,3.0
452.0,1.0
453.0,3.0
454.0,3.0
455.0,1.0
456.0,3.0
457.0,3.0
458.0,3.0
459.0,1.0
460.0,3.0
461.0,4.0
463.0,4.0
464.0,5.0
466.0,3.0
467.0,4.0
468.0,2.0
469.0,2.0
470.0,3.0
471.0,1.0
472.0,4.0
473.0,4.0
474.0,3.0
475.0,5.0
476.0,5.0
477.0,3.0
478.0,3.0
479.0,1.0
480.0,1.0
481.0,4.0
482.0,5.0
483.0,1.0
484.0,2.0
485.0,3.0
486.0,5.0
487.0,2.0
488.0,1.0
489.0,5.0
490.0,2.0
491.0,4.0
492.0,1.0
493.0,3.0
494.0,3.0
495.0,2.0
496.0,2.0
498.0,2.0
